"Lewy kontekst","Rezultat","Prawy kontekst","Interpretacja","Nazwa własna","Relacja zależnościowa","Lemat nadrzędnika","Izba","Typ","Autor","Mówca","Przynależność mówcy","Rola mówcy","Płeć mówcy","Komisja","Data","Timestamp","Rok","Ustrój","Numer kadencji","Etykieta","Tytuł","Sesja","Dzień","Numer","Część"
" de facto cały ciężar prowadzenia postępowań przygotowawczych, ten system"," digitalizacji"," akt wprowadzono? Bo niewątpliwie jest to ułatwienie, ułatwienie","[digitalizacja:subst:sg:gen:f]","_","comp","system","Sejm","Komisja","","Ewa Wrzosek","_","Przedstawicielka Stowarzyszenia Niezależnych Prokuratorów Lex Super Omnia prokurator","kobieta","Komisja Sprawiedliwości i Praw Człowieka (79)","2021-09-22","1632268800","2021","III RP","9","201923-sjm-spcxx-00079-01","Komisja Sprawiedliwości i Praw Człowieka /nr 79/","79","","","1"
" finansowane ze środków unijnych. Tylko uczono nas o systemie"," digitalizacji"," akt i korzystania z niego mniej więcej w taki sposób","[digitalizacja:subst:sg:gen:f]","_","comp","system","Sejm","Komisja","","Ewa Wrzosek","_","Przedstawicielka Stowarzyszenia Niezależnych Prokuratorów Lex Super Omnia prokurator","kobieta","Komisja Sprawiedliwości i Praw Człowieka (79)","2021-09-22","1632268800","2021","III RP","9","201923-sjm-spcxx-00079-01","Komisja Sprawiedliwości i Praw Człowieka /nr 79/","79","","","1"
" no i to, że ten system to nie tylko"," digitalizacja"," akt. Digitalizacja akt – od tego się właściwie rozpoczęło","[digitalizacja:subst:sg:nom:f]","_","subj","to","Sejm","Komisja","","Agata Gałuszka-Górska","_","Zastępca prokuratora krajowego","kobieta","Komisja Sprawiedliwości i Praw Człowieka (79)","2021-09-22","1632268800","2021","III RP","9","201923-sjm-spcxx-00079-01","Komisja Sprawiedliwości i Praw Człowieka /nr 79/","79","","","1"
", że ten system to nie tylko digitalizacja akt."," Digitalizacja"," akt – od tego się właściwie rozpoczęło… Ale sama","[digitalizacja:subst:sg:nom:f]","_","subj","rozpocząć","Sejm","Komisja","","Agata Gałuszka-Górska","_","Zastępca prokuratora krajowego","kobieta","Komisja Sprawiedliwości i Praw Człowieka (79)","2021-09-22","1632268800","2021","III RP","9","201923-sjm-spcxx-00079-01","Komisja Sprawiedliwości i Praw Człowieka /nr 79/","79","","","1"
" akt – od tego się właściwie rozpoczęło… Ale sama"," digitalizacja",", nie muszę państwu mówić, nie jest możliwe zdigitalizowanie","[digitalizacja:subst:sg:nom:f]","_","pd","być","Sejm","Komisja","","Agata Gałuszka-Górska","_","Zastępca prokuratora krajowego","kobieta","Komisja Sprawiedliwości i Praw Człowieka (79)","2021-09-22","1632268800","2021","III RP","9","201923-sjm-spcxx-00079-01","Komisja Sprawiedliwości i Praw Człowieka /nr 79/","79","","","1"
" wpływa w tym momencie do prokuratury. W pierwszym rzędzie"," digitalizowali","śmy sprawy najpoważniejsze, prowadzone na wyższym szczeblu, te","[digitalizować:praet:pl:m1:imperf]","_","root",".","Sejm","Komisja","","Agata Gałuszka-Górska","_","Zastępca prokuratora krajowego","kobieta","Komisja Sprawiedliwości i Praw Człowieka (79)","2021-09-22","1632268800","2021","III RP","9","201923-sjm-spcxx-00079-01","Komisja Sprawiedliwości i Praw Człowieka /nr 79/","79","","","1"
" tym etapie nie widzę konieczności, aby tego rodzaju akta"," digitalizować",", bo to są proste akta, które nie wędrują","[digitalizować:inf:imperf]","_","comp_inf","aby","Sejm","Komisja","","Agata Gałuszka-Górska","_","Zastępca prokuratora krajowego","kobieta","Komisja Sprawiedliwości i Praw Człowieka (79)","2021-09-22","1632268800","2021","III RP","9","201923-sjm-spcxx-00079-01","Komisja Sprawiedliwości i Praw Człowieka /nr 79/","79","","","1"
" jesteśmy na to, że sprawy z działów śledczych będą"," digitalizowane"," w pierwszej kolejności. Tutaj mam takie dane, pan","[digitalizować:ppas:pl:nom:f:imperf:aff]","_","pd","być","Sejm","Komisja","","Agata Gałuszka-Górska","_","Zastępca prokuratora krajowego","kobieta","Komisja Sprawiedliwości i Praw Człowieka (79)","2021-09-22","1632268800","2021","III RP","9","201923-sjm-spcxx-00079-01","Komisja Sprawiedliwości i Praw Człowieka /nr 79/","79","","","1"
" dzisiaj to po prostu funkcjonuje źle. Kolejny element dotyczący"," digitalizacji",". Mamy dobre przykłady i mamy niedobre przykłady. Podam","[digitalizacja:subst:sg:gen:f]","_","obj_th","dotyczyć","Sejm","Komisja","","Paweł Kuglarz","_","Koordynator Szkoły Prawa Austriackiego Ośrodka Koordynacyjnego Szkół Praw Obcych na Wydziale Prawa i Administracji Uniwersytetu Jagiellońskiego","mężczyzna","Komisja Nadzwyczajna do spraw deregulacji (4)","2021-11-17","1637107200","2021","III RP","9","201923-sjm-ndrxx-00004-01","Komisja Nadzwyczajna do spraw deregulacji /nr 4/","4","","","1"
" realizacja coraz ambitniejszych celów Unii Europejskiej w zakresie klimatu,"," digitalizacji"," oraz poprawy jakości życia mieszkańców stwarza szczególne wymagania oraz skutkuje","[digitalizacja:subst:sg:gen:f]","_","conjunct","oraz","Sejm","Komisja","","Andrzej Bittel","_","Sekretarz stanu w Ministerstwie Infrastruktury","mężczyzna","Komisja do Spraw Unii Europejskiej (115)","2022-03-04","1646352000","2022","III RP","9","201923-sjm-suexx-00115-01","Komisja do Spraw Unii Europejskiej /nr 115/","115","","","1"
" funkcjonowanie przedsiębiorstw i instytucji transportowych, polegające na gromadzeniu i"," digitalizacji"," dużej liczby danych, co jest procesem skomplikowanym organizacyjnie i","[digitalizacja:subst:sg:loc:f]","_","conjunct","i","Sejm","Komisja","","Rafał Weber","Klub Parlamentarny Prawo i Sprawiedliwość","Sekretarz stanu w MI","mężczyzna","Komisja do Spraw Unii Europejskiej (115)","2022-03-04","1646352000","2022","III RP","9","201923-sjm-suexx-00115-01","Komisja do Spraw Unii Europejskiej /nr 115/","115","","","1"
", instytucji otrzymaliśmy już zbiory, które skanujemy,"," digitalizujemy"," i udostępniamy. Warto wspomnieć o 2 takich darach z","[digitalizować:fin:pl:pri:imperf]","_","conjunct","i","Senat","Komisja","","Jarosław Szarek","_","Prezes Instytutu Pamięci Narodowej – Komisji Ścigania Zbrodni przeciwko Narodowi Polskiemu","mężczyzna","Komisja Praw Człowieka, Praworządności i Petycji (30)","2020-06-16","1592265600","2020","III RP","10","201923-snt-pcppx-00030-01","Komisja Praw Człowieka, Praworządności i Petycji (30.)","30","","","1"
". Sektor centralny również dostosowuje się do zmian związanych z"," digitalizacją",", a także z konsekwencjami zmian klimatycznych. Mimo wszystkich","[digitalizacja:subst:sg:inst:f]","_","comp","z","Sejm","Komisja","","Andrzej Kosztowniak","Klub Parlamentarny Prawo i Sprawiedliwość","Przewodniczący poseł","mężczyzna","Komisja do Spraw Unii Europejskiej (230) | Komisja Finansów Publicznych (425) | Komisja Finansów Publicznych (425)","2023-06-21","1687305600","2023","III RP","9","201923-sjm-suexx-00230-01","Komisja do Spraw Unii Europejskiej /nr 230/, Komisja Finansów Publicznych /nr 425/","230","","","1"
" o inwestycje prywatne, aby przejść przez transformację energetyczną i"," digitalizację",". Europejski Zielony Ład to nowe, ambitne cele dekarbonizacji","[digitalizacja:subst:sg:acc:f]","_","conjunct","i","Sejm","Komisja","","Andrzej Kosztowniak","Klub Parlamentarny Prawo i Sprawiedliwość","Przewodniczący poseł","mężczyzna","Komisja do Spraw Unii Europejskiej (230) | Komisja Finansów Publicznych (425) | Komisja Finansów Publicznych (425)","2023-06-21","1687305600","2023","III RP","9","201923-sjm-suexx-00230-01","Komisja do Spraw Unii Europejskiej /nr 230/, Komisja Finansów Publicznych /nr 425/","230","","","1"
", by iść w odpowiednim kierunku. Jeśli chodzi o"," digitalizację",", umożliwia to nam takie spotkanie jak to dzisiejsze,","[digitalizacja:subst:sg:acc:f]","_","comp","o","Sejm","Komisja","","Andrzej Kosztowniak","Klub Parlamentarny Prawo i Sprawiedliwość","Przewodniczący poseł","mężczyzna","Komisja do Spraw Unii Europejskiej (230) | Komisja Finansów Publicznych (425) | Komisja Finansów Publicznych (425)","2023-06-21","1687305600","2023","III RP","9","201923-sjm-suexx-00230-01","Komisja do Spraw Unii Europejskiej /nr 230/, Komisja Finansów Publicznych /nr 425/","230","","","1"
" na sali, część dołączyła do nas przez internet."," Digitalizacja"," już odmieniła sektor finansowy, w tym również usługi finansowe","[digitalizacja:subst:sg:nom:f]","_","subj","odmienić","Sejm","Komisja","","Andrzej Kosztowniak","Klub Parlamentarny Prawo i Sprawiedliwość","Przewodniczący poseł","mężczyzna","Komisja do Spraw Unii Europejskiej (230) | Komisja Finansów Publicznych (425) | Komisja Finansów Publicznych (425)","2023-06-21","1687305600","2023","III RP","9","201923-sjm-suexx-00230-01","Komisja do Spraw Unii Europejskiej /nr 230/, Komisja Finansów Publicznych /nr 425/","230","","","1"
" jest tu podobna do reszty świata czy reszty Europy."," Digitalizacja"," w systemie finansowym postępuje. Jak już mówiliśmy,","[digitalizacja:subst:sg:nom:f]","_","subj","postępować","Sejm","Komisja","","Piotr Polak","Klub Parlamentarny Prawo i Sprawiedliwość","Poseł","mężczyzna","Komisja do Spraw Unii Europejskiej (230) | Komisja Finansów Publicznych (425) | Komisja Finansów Publicznych (425)","2023-06-21","1687305600","2023","III RP","9","201923-sjm-suexx-00230-01","Komisja do Spraw Unii Europejskiej /nr 230/, Komisja Finansów Publicznych /nr 425/","230","","","1"
" raport o dostępie do gotówki w ramach pędu do dalszej"," digitalizacji",". Wiem też, że parlamenty krajów członkowskich rozważają wyważenie","[digitalizacja:subst:sg:gen:f]","_","comp","do","Sejm","Komisja","","Piotr Polak","Klub Parlamentarny Prawo i Sprawiedliwość","Poseł","mężczyzna","Komisja do Spraw Unii Europejskiej (230) | Komisja Finansów Publicznych (425) | Komisja Finansów Publicznych (425)","2023-06-21","1687305600","2023","III RP","9","201923-sjm-suexx-00230-01","Komisja do Spraw Unii Europejskiej /nr 230/, Komisja Finansów Publicznych /nr 425/","230","","","1"
". To tyle, jeśli chodzi o system finansowy i"," digitalizację",". Jeśli chodzi o kryptowaluty, bardzo dziękuję za poruszenie","[digitalizacja:subst:sg:acc:f]","_","conjunct","i","Sejm","Komisja","","Piotr Polak","Klub Parlamentarny Prawo i Sprawiedliwość","Poseł","mężczyzna","Komisja do Spraw Unii Europejskiej (230) | Komisja Finansów Publicznych (425) | Komisja Finansów Publicznych (425)","2023-06-21","1687305600","2023","III RP","9","201923-sjm-suexx-00230-01","Komisja do Spraw Unii Europejskiej /nr 230/, Komisja Finansów Publicznych /nr 425/","230","","","1"
" wrócić do pierwszego pytania, na które odpowiadałam."," Digitalizacja"," jest z nami już długo, ale chcemy też zadbać","[digitalizacja:subst:sg:nom:f]","_","subj","być","Sejm","Komisja","","Piotr Polak","Klub Parlamentarny Prawo i Sprawiedliwość","Poseł","mężczyzna","Komisja do Spraw Unii Europejskiej (230) | Komisja Finansów Publicznych (425) | Komisja Finansów Publicznych (425)","2023-06-21","1687305600","2023","III RP","9","201923-sjm-suexx-00230-01","Komisja do Spraw Unii Europejskiej /nr 230/, Komisja Finansów Publicznych /nr 425/","230","","","1"
" prokuratur, które przyspieszą procedowanie. W szczególności dotyczy to"," digitalizacji"," postępowań. Miałoby to w tym zakresie istotne znaczenie","[digitalizacja:subst:sg:gen:f]","_","obj_th","dotyczyć","Senat","Komisja","","Gabriela Kopania","_","Główny Specjalista w Dziale Petycji i Korespondencji w Biurze Analiz, Dokumentacji i Korespondencji w Kancelarii Senatu","kobieta","Komisja Praw Człowieka, Praworządności i Petycji (115)","2021-09-08","1631059200","2021","III RP","10","201923-snt-pcppx-00115-01","Komisja Praw Człowieka, Praworządności i Petycji (115.)","115","","","1"
" ust. 2 stanowi tym samym poważne zagrożenie dla dalszych"," digitalizacji"," sądowego postępowania egzekucyjnego. W związku z powyższym proponowaliby","[digitalizacja:subst:pl:gen:f]","_","comp","dla","Sejm","Komisja","","Szymon Dejk","_","Radca prawny Związku Przedsiębiorstw Finansowych w Polsce","mężczyzna","Komisja Nadzwyczajna do spraw zmian w kodyfikacjach (7)","2021-03-24","1616544000","2021","III RP","9","201923-sjm-nkkxx-00007-01","Komisja Nadzwyczajna do spraw zmian w kodyfikacjach /nr 7/","7","","","1"
" elektroniczne, które weszły w życie 1 stycznia, a"," digitalizacja"," akt to w rzeczywistości zupełnie odrębny proces. Czym innym","[digitalizacja:subst:sg:nom:f]","_","pd","to","Sejm","Komisja","","Rafał Łyszczek","_","Prezes Krajowej Rady Komorniczej","mężczyzna","Komisja Nadzwyczajna do spraw zmian w kodyfikacjach (7)","2021-03-24","1616544000","2021","III RP","9","201923-sjm-nkkxx-00007-01","Komisja Nadzwyczajna do spraw zmian w kodyfikacjach /nr 7/","7","","","1"
" formie elektronicznej od momentu ich zarania, a czym innym"," digitalizacja"," milionów akt (również tych, które znajdują się w","[digitalizacja:subst:sg:nom:f]","_","conjunct","a","Sejm","Komisja","","Rafał Łyszczek","_","Prezes Krajowej Rady Komorniczej","mężczyzna","Komisja Nadzwyczajna do spraw zmian w kodyfikacjach (7)","2021-03-24","1616544000","2021","III RP","9","201923-sjm-nkkxx-00007-01","Komisja Nadzwyczajna do spraw zmian w kodyfikacjach /nr 7/","7","","","1"
" żeby zainstalować system, tylko wszystkie inne kwestie związane z"," digitalizacją"," akt już wytworzonych oraz z wprowadzaniem akt elektronicznych. Pozostaje","[digitalizacja:subst:sg:inst:f]","_","comp","z","Sejm","Komisja","","Rafał Łyszczek","_","Prezes Krajowej Rady Komorniczej","mężczyzna","Komisja Nadzwyczajna do spraw zmian w kodyfikacjach (7)","2021-03-24","1616544000","2021","III RP","9","201923-sjm-nkkxx-00007-01","Komisja Nadzwyczajna do spraw zmian w kodyfikacjach /nr 7/","7","","","1"
", że wszyscy się zgodzimy co do tego, że"," digitalizacja"," akt, w ogóle digitalizacja, jest niezwykle słusznym kierunkiem","[digitalizacja:subst:sg:nom:f]","_","subj","być","Sejm","Komisja","","Adrian Zwoliński","_","Przedstawiciel Konfederacji Lewiatan","mężczyzna","Komisja Nadzwyczajna do spraw zmian w kodyfikacjach (7)","2021-03-24","1616544000","2021","III RP","9","201923-sjm-nkkxx-00007-01","Komisja Nadzwyczajna do spraw zmian w kodyfikacjach /nr 7/","7","","","1"
" co do tego, że digitalizacja akt, w ogóle"," digitalizacja",", jest niezwykle słusznym kierunkiem i bardzo dobrze, że","[digitalizacja:subst:sg:nom:f]","_","adjunct","digitalizacja","Sejm","Komisja","","Adrian Zwoliński","_","Przedstawiciel Konfederacji Lewiatan","mężczyzna","Komisja Nadzwyczajna do spraw zmian w kodyfikacjach (7)","2021-03-24","1616544000","2021","III RP","9","201923-sjm-nkkxx-00007-01","Komisja Nadzwyczajna do spraw zmian w kodyfikacjach /nr 7/","7","","","1"
". Zostały one przekazane w ramach pewnego pakietu legislacyjnego dotyczącego"," digitalizacji"," i współpracy wymiaru sprawiedliwości państw członkowskich w sprawach karnych.","[digitalizacja:subst:sg:gen:f]","_","conjunct","i","Sejm","Komisja","","Sebastian Kaleta","Klub Parlamentarny Prawo i Sprawiedliwość","Sekretarz stanu w MS","mężczyzna","Komisja do Spraw Unii Europejskiej (114)","2022-02-24","1645660800","2022","III RP","9","201923-sjm-suexx-00114-01","Komisja do Spraw Unii Europejskiej /nr 114/","114","","","1"
" bezpieczeństwo energetyczne i transformacja energetyczna, ochrona środowiska naturalnego oraz"," digitalizacja"," w administracji publicznej. Wysoka Komisjo, współpraca z organami","[digitalizacja:subst:sg:nom:f]","_","conjunct","oraz","Sejm","Komisja","","Tomasz Gaweł","_","Pełniący obowiązki dyrektor Departamentu Środowiska Najwyższej Izby Kontroli","mężczyzna","Komisja Gospodarki Morskiej i Żeglugi Śródlądowej (159)","2023-07-11","1689033600","2023","III RP","9","201923-sjm-gmzxx-00159-01","Komisja Gospodarki Morskiej i Żeglugi Śródlądowej /nr 159/","159","","","1"
" epoce. Takie odnosiliśmy wrażenie, że ten poziom"," digitalizacji"," działalności jest wciąż na bardzo niskim poziomie. Operatorzy zbierają","[digitalizacja:subst:sg:gen:f]","_","comp","poziom","Sejm","Komisja","","Wojciech Modzelewski","_","Prawnik z Fundacji ClientEarth Prawnicy na Ziemi","mężczyzna","Podkomisja stała do spraw Sprawiedliwej Transformacji (22)","2022-10-25","1666656000","2022","III RP","9","201923-sjm-sue2s-00022-01","Podkomisja stała do spraw Sprawiedliwej Transformacji /nr 22/","22","","","1"
" finansowane projekty z obszaru transportu, energetyki, łączności,"," digitalizacji",", ochrony środowiska, bezpieczeństwa, klimatu. Czyli,","[digitalizacja:subst:sg:gen:f]","_","conjunct",",","Sejm","Komisja","","Michał Piwowarczyk","_","Dyrektor Departamentu Partnerstwa Publiczno-Prywatnego Ministerstwa Funduszy i Polityki Regionalnej","mężczyzna","Podkomisja stała do spraw Sprawiedliwej Transformacji (4)","2021-03-29","1616976000","2021","III RP","9","201923-sjm-sue2s-00004-01","Podkomisja stała do spraw Sprawiedliwej Transformacji /nr 4/","4","","","1"
" infrastrukturalne, bardziej o charakterze naukowym, rozwojowym, bezpośrednio"," digitalizacja",". Tutaj 6,6 mld euro z gwarancji przeznaczono, to","[digitalizacja:subst:sg:nom:f]","_","conjunct",",","Sejm","Komisja","","Michał Piwowarczyk","_","Dyrektor Departamentu Partnerstwa Publiczno-Prywatnego Ministerstwa Funduszy i Polityki Regionalnej","mężczyzna","Podkomisja stała do spraw Sprawiedliwej Transformacji (4)","2021-03-29","1616976000","2021","III RP","9","201923-sjm-sue2s-00004-01","Podkomisja stała do spraw Sprawiedliwej Transformacji /nr 4/","4","","","1"
" zostały przeznaczone na projekt „wirtualna biblioteka” – na"," digitalizację"," zbiorów. Projekt jest prawie zrealizowany. Nauczyciele bibliotekarze wykonali","[digitalizacja:subst:sg:acc:f]","_","comp","na","Sejm","Komisja","","Krystyna Wróblewska","Klub Parlamentarny Prawo i Sprawiedliwość","Poseł","kobieta","Komisja Edukacji, Nauki i Młodzieży (142)","2018-06-21","1529539200","2018","III RP","8","201519-sjm-enmxx-00142-01","Komisja Edukacji, Nauki i Młodzieży /nr 142/","142","","","1"
